-0.48	-6.7682E-10
-0.47995	-7.2164E-10
-0.4799	-8.5995E-10
-0.47985	-8.1046E-10
-0.4798	-7.6096E-10
-0.47975	-9.9934E-10
-0.4797	-1.2377E-09
-0.47965	-1.3154E-09
-0.4796	-1.3930E-09
-0.47955	-1.2633E-09
-0.4795	-1.1336E-09
-0.47945	-1.1923E-09
-0.4794	-1.2509E-09
-0.47935	-1.2241E-09
-0.4793	-1.1972E-09
-0.47925	-1.1358E-09
-0.4792	-1.0743E-09
-0.47915	-9.4909E-10
-0.4791	-8.2391E-10
-0.47905	-9.2497E-10
-0.479	-1.0260E-09
-0.47895	-1.1906E-09
-0.4789	-1.3552E-09
-0.47885	-1.2563E-09
-0.4788	-1.1574E-09
-0.47875	-1.1181E-09
-0.4787	-1.0788E-09
-0.47865	-1.0662E-09
-0.4786	-1.0536E-09
-0.47855	-9.6033E-10
-0.4785	-8.6708E-10
-0.47845	-1.0386E-09
-0.4784	-1.2100E-09
-0.47835	-1.2375E-09
-0.4783	-1.2650E-09
-0.47825	-1.2111E-09
-0.4782	-1.1572E-09
-0.47815	-1.3129E-09
-0.4781	-1.4685E-09
-0.47805	-1.2802E-09
-0.478	-1.0919E-09
-0.47795	-9.5674E-10
-0.4779	-8.2160E-10
-0.47785	-8.2822E-10
-0.4778	-8.3483E-10
-0.47775	-9.3331E-10
-0.4777	-1.0318E-09
-0.47765	-1.0798E-09
-0.4776	-1.1279E-09
-0.47755	-9.5987E-10
-0.4775	-7.9185E-10
-0.47745	-8.7346E-10
-0.4774	-9.5508E-10
-0.47735	-1.1179E-09
-0.4773	-1.2806E-09
-0.47725	-1.1147E-09
-0.4772	-9.4872E-10
-0.47715	-1.0299E-09
-0.4771	-1.1110E-09
-0.47705	-1.1755E-09
-0.477	-1.2400E-09
-0.47695	-1.3014E-09
-0.4769	-1.3627E-09
-0.47685	-1.3448E-09
-0.4768	-1.3269E-09
-0.47675	-1.2715E-09
-0.4767	-1.2160E-09
-0.47665	-1.1556E-09
-0.4766	-1.0951E-09
-0.47655	-1.0371E-09
